Value,Date,Sub-Sector,Super Region,Measure,Frequency,Region,Source,Indicator,Subject
5.6,1998-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.47,1965-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.35,1954-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.37,2017-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.05,2011-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.6,1977-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.99,1962-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.63,1957-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.46,2009-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.65,1955-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.91,1997-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
13.12,1982-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.54,1975-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.95,1955-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
13.2,1984-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.58,1967-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
1.75,2016-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
11.74,1984-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.42,1990-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.13,2016-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
0.65,2020-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.46,1968-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.32,1978-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.7,1997-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.98,1961-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.05,1974-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.89,1960-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.82,1978-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.57,2006-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
10.81,1985-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.9,1956-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.91,1996-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
9.1,1979-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.81,1973-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.61,1968-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.49,2010-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.16,2005-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.37,1972-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.25,1967-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.02,1962-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.32,1995-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.14,1999-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.62,1993-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.54,1999-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.03,1963-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.3,1969-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
1.38,2020-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.22,2015-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.21,2005-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.34,1996-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
1.95,2013-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.86,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
9.21,1989-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.19,1976-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.99,1959-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.03,2018-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.14,1966-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.64,1953-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.31,1986-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.75,1973-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.02,1991-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
11.69,1983-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.02,1971-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.27,1956-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.57,2000-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.77,1966-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
1.92,2016-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.11,1989-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.26,1960-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.56,1986-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
10.54,1983-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.29,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.18,2000-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.89,1963-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.7,1990-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.62,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.46,1970-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.92,2018-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.35,1969-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.37,1970-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.25,1965-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.67,1974-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.19,1987-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
1.97,2015-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.35,1954-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.33,2019-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.74,2009-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.01,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.28,1993-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
9.1,1988-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.5,1958-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
12.42,1980-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
5.1,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.18,1964-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.37,1977-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.5,1959-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
10.48,1980-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.71,2013-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.67,1998-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.94,1991-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.07,1994-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.66,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.06,1975-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.76,2014-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
14.09,1981-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.19,1964-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3,1953-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.42,1988-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
1.64,2012-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.77,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
8.88,1987-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.2,1965-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
6.62,1992-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
7.77,1976-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.73,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
1.79,2019-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
13.75,1981-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
0.08,2014-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
6.94,1995-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
3.82,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.16,2004-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.08,2004-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.59,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
0.3,2014-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.41,2011-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.56,2011-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
7.14,1995-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.33,2017-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.06,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
0.16,2014-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
3.22,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.75,2001-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
0.87,2009-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
6.38,1994-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.06,1998-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.33,2017-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.5,2011-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.06,2004-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.2,1998-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.32,1997-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
0.72,2009-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.43,1997-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.33,2017-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.04,2012-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.26,2016-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.89,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
6.51,1994-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.31,2016-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.44,1997-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.47,2020-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
0.87,2010-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.14,2005-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.33,1997-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.3,2016-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.14,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.09,2015-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.61,2006-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.12,2004-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
5.63,1996-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.09,2011-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
0.69,2010-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.12,2005-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
6.51,1995-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
6.69,1995-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
5.14,1996-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
-0.33,2017-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
3.43,1999-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.63,1999-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
